Gene	Eif3b_1	Eif3b_2	IgG_1	IgG_2	Symbol	Chr	GeneType	Description
ENSG00000258516.1	5.0	1.7	0.0	0.0	RP11-185P18.2	chr14	lincRNA		--
ENSG00000255491.1	0.0	1.75	0.0	0.0	RP11-1082L8.4	chr8	lincRNA		--
ENSG00000255507.5	1.32	0.67	0.0	0.0	RP11-535A19.2	chr11	antisense		--
ENSG00000159958.4	6.81	6.59	4.14	6.09	TNFRSF13C	chr22	protein_coding	tumor necrosis factor receptor superfamily, member 13C
ENSG00000108702.3	2.27	0.58	0.0	0.0	CCL1	chr17	protein_coding	chemokine (C-C motif) ligand 1
ENSG00000261625.1	1.57	0.27	0.0	0.0	RP11-554A11.4	chr11	sense_overlapping		--
ENSG00000063978.15	7.41	5.07	2.95	5.79	RNF4	chr4	protein_coding	ring finger protein 4
ENSG00000261242.1	1.23	0.31	14.88	0.0	CTD-2302E22.4	chr14	antisense		--
ENSG00000143033.17	4.07	4.56	7.9	14.54	MTF2	chr1	protein_coding	metal response element binding transcription factor 2
ENSG00000186132.14	0.53	1.89	0.0	0.0	C2orf76	chr2	protein_coding	chromosome 2 open reading frame 76
ENSG00000248995.2	3.01	0.0	0.0	0.0	RP11-766N7.4	chr12	lincRNA		--
ENSG00000131080.14	0.0	1.05	0.0	4.47	EDA2R	chrX	protein_coding	ectodysplasin A2 receptor
ENSG00000117691.9	12.74	17.29	60.15	16.86	NENF	chr1	protein_coding	neudesin neurotrophic factor
ENSG00000258770.1	2.42	0.0	29.38	0.0	CTD-2007A10.1	chr14	lincRNA		--
ENSG00000117500.12	8.97	9.56	5.12	4.4	TMED5	chr1	protein_coding	transmembrane emp24 protein transport domain containing 5
ENSG00000231957.2	0.0	0.37	0.0	0.0	GNAI2P2	chr10	processed_pseudogene	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 pseudogene 2
ENSG00000107625.12	1.59	1.21	16.06	3.15	DDX50	chr10	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50
ENSG00000230453.9	0.71	0.0	0.0	2.12	ANKRD18B	chr9	protein_coding	ankyrin repeat domain 18B
ENSG00000243323.5	0.27	0.34	1.61	0.0	PTPRVP	chr1	unitary_pseudogene	protein tyrosine phosphatase, receptor type, V, pseudogene
ENSG00000260357.1	1.75	0.89	0.0	0.0	DNM1P34	chr15	transcribed_unprocessed_pseudogene	dynamin 1 pseudogene 34
ENSG00000143379.12	4.47	7.27	0.0	3.44	SETDB1	chr1	protein_coding	SET domain, bifurcated 1
ENSG00000241992.3	4.21	0.0	0.0	0.0	RN7SL831P	chr1	misc_RNA	RNA, 7SL, cytoplasmic 831, pseudogene
ENSG00000105705.15	2.22	1.98	16.83	1.65	SUGP1	chr19	protein_coding	SURP and G patch domain containing 1
ENSG00000263934.4	4.8	9.29	0.0	11.45	SNORD3A	chr17	snoRNA	small nucleolar RNA, C/D box 3A
ENSG00000223742.1	0.0	0.45	0.0	0.0	RP11-149B9.2	chrX	lincRNA		--
ENSG00000205632.2	0.78	0.7	0.0	0.0	LINC01310	chr22	lincRNA	long intergenic non-protein coding RNA 1310
ENSG00000122390.17	6.62	6.54	9.18	1.13	NAA60	chr16	protein_coding	N(alpha)-acetyltransferase 60, NatF catalytic subunit
ENSG00000253772.1	2.87	0.98	0.0	0.0	RP11-34P1.1	chr5	processed_pseudogene		--
ENSG00000262655.3	1.94	2.26	0.0	0.0	SPON1	chr11	protein_coding	spondin 1, extracellular matrix protein
ENSG00000076662.9	0.0	0.15	0.0	0.0	ICAM3	chr19	protein_coding	intercellular adhesion molecule 3
ENSG00000186827.10	1.26	0.64	0.0	0.0	TNFRSF4	chr1	protein_coding	tumor necrosis factor receptor superfamily, member 4
ENSG00000165644.10	13.08	23.47	8.35	4.1	COMTD1	chr10	protein_coding	catechol-O-methyltransferase domain containing 1
ENSG00000196878.12	0.9	0.76	3.63	1.78	LAMB3	chr1	protein_coding	laminin, beta 3
ENSG00000238265.1	4.39	1.12	0.0	0.0	LINC00317	chr21	lincRNA	long intergenic non-protein coding RNA 317
ENSG00000233003.4	0.55	0.0	0.0	0.0	CICP26	chr1	unprocessed_pseudogene	capicua transcriptional repressor pseudogene 26
ENSG00000227579.5	0.0	0.36	0.0	0.0	RP1-35C21.2	chr1	lincRNA		--
ENSG00000162745.10	1.97	1.4	4.78	1.17	OLFML2B	chr1	protein_coding	olfactomedin-like 2B
ENSG00000142279.12	1.72	1.45	1.19	0.88	WTIP	chr19	protein_coding	Wilms tumor 1 interacting protein
ENSG00000158296.13	2.74	2.57	0.0	0.86	SLC13A3	chr20	protein_coding	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3
ENSG00000071537.13	2.66	2.63	1.9	2.8	SEL1L	chr14	protein_coding	sel-1 suppressor of lin-12-like (C. elegans)
ENSG00000119487.16	4.91	7.13	11.04	5.41	MAPKAP1	chr9	protein_coding	mitogen-activated protein kinase associated protein 1
ENSG00000164924.17	9.04	7.23	26.14	9.62	YWHAZ	chr8	protein_coding	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta
ENSG00000185339.8	0.0	0.52	0.0	1.52	TCN2	chr22	protein_coding	transcobalamin II
ENSG00000249409.1	2.47	2.51	14.99	0.0	RP11-501E14.1	chr4	lincRNA		--
ENSG00000057252.12	5.43	5.73	8.24	4.62	SOAT1	chr1	protein_coding	sterol O-acyltransferase 1
ENSG00000226837.2	0.0	0.61	0.0	0.0	HMGB1P32	chrX	processed_pseudogene	high mobility group box 1 pseudogene 32
ENSG00000258414.1	1.82	0.0	0.0	0.0	RP11-356O9.1	chr14	lincRNA		--
ENSG00000268350.7	0.0	0.25	0.0	0.0	FAM156A	chrX	protein_coding	family with sequence similarity 156, member A
ENSG00000198704.9	0.0	0.4	0.0	0.0	GPX6	chr6	protein_coding	glutathione peroxidase 6
ENSG00000278338.4	2.58	0.82	0.0	0.0	VWA8-AS1	chr13	antisense	VWA8 antisense RNA 1 (head to head)
ENSG00000267401.1	3.21	1.63	0.0	0.0	RP11-396N11.1	chr18	lincRNA		--
ENSG00000234984.1	0.9	0.46	0.0	0.0	FMO10P	chr1	unitary_pseudogene	flavin containing monooxygenase 10, pseudogene
ENSG00000160439.15	1.79	3.18	0.0	0.0	RDH13	chr19	protein_coding	retinol dehydrogenase 13 (all-trans/9-cis)
ENSG00000204348.9	5.37	6.2	0.0	8.53	DXO	chr6	protein_coding	decapping exoribonuclease
ENSG00000166501.12	0.82	0.88	0.0	0.98	PRKCB	chr16	protein_coding	protein kinase C, beta
ENSG00000166006.12	0.0	0.34	0.0	0.0	KCNC2	chr12	protein_coding	potassium channel, voltage gated Shaw related subfamily C, member 2
ENSG00000216560.4	0.0	0.91	0.0	0.0	LINC00955	chr4	processed_transcript	long intergenic non-protein coding RNA 955
ENSG00000249464.5	1.3	0.7	3.14	1.03	LINC01091	chr4	lincRNA	long intergenic non-protein coding RNA 1091
ENSG00000239468.3	0.0	2.37	0.0	0.0	RN7SL569P	chr7	misc_RNA	RNA, 7SL, cytoplasmic 569, pseudogene
ENSG00000111780.8	9.73	11.15	0.0	21.74	AL021546.6	chr12	protein_coding		--
ENSG00000065618.16	0.78	0.45	2.69	0.0	COL17A1	chr10	protein_coding	collagen, type XVII, alpha 1
ENSG00000232663.2	4.12	0.0	0.0	0.0	RP3-477M7.6	chr1	processed_pseudogene		--
ENSG00000231253.1	0.0	1.24	0.0	0.0	RP1-302D9.2	chr22	lincRNA		--
ENSG00000180869.4	0.47	0.95	0.0	0.0	LINC01555	chr1	lincRNA	long intergenic non-protein coding RNA 1555
ENSG00000160973.7	0.0	0.55	0.0	0.0	FOXH1	chr8	protein_coding	forkhead box H1
ENSG00000109929.9	6.76	6.5	6.08	8.95	SC5D	chr11	protein_coding	sterol-C5-desaturase
ENSG00000005889.15	1.44	2.15	1.03	1.51	ZFX	chrX	protein_coding	zinc finger protein, X-linked
ENSG00000160007.17	7.48	6.69	7.34	4.95	ARHGAP35	chr19	protein_coding	Rho GTPase activating protein 35
ENSG00000255833.1	0.0	0.35	0.0	0.0	TIFAB	chr5	protein_coding	TRAF-interacting protein with forkhead-associated domain, family member B
ENSG00000267140.1	2.95	3.01	0.0	0.0	RP11-322E11.6	chr18	protein_coding		--
ENSG00000231616.8	3.32	0.56	0.0	0.0	RP11-575L7.4	chr9	antisense		--
ENSG00000072042.12	6.23	5.02	6.3	0.0	RDH11	chr14	protein_coding	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
ENSG00000272085.1	0.0	3.2	0.0	0.0	RP11-542A14.2	chr5	lincRNA		--
ENSG00000114744.8	1.99	2.68	4.4	3.24	COMMD2	chr3	protein_coding	COMM domain containing 2
ENSG00000150048.10	0.99	0.38	0.0	2.95	CLEC1A	chr12	protein_coding	C-type lectin domain family 1, member A
ENSG00000011566.14	3.28	1.44	3.62	0.0	MAP4K3	chr2	protein_coding	mitogen-activated protein kinase kinase kinase kinase 3
ENSG00000214020.3	0.0	0.0	33.08	0.0	FTLP4	chr9	processed_pseudogene	ferritin, light polypeptide pseudogene 4
ENSG00000158711.13	2.95	3.31	1.49	1.46	ELK4	chr1	protein_coding	ELK4, ETS-domain protein (SRF accessory protein 1)
ENSG00000131242.15	6.11	3.0	5.5	3.6	RAB11FIP4	chr17	protein_coding	RAB11 family interacting protein 4 (class II)
ENSG00000178342.4	38.83	30.26	23.28	42.83	KCNG2	chr18	protein_coding	potassium channel, voltage gated modifier subfamily G, member 2
ENSG00000258497.1	0.0	1.1	0.0	0.0	CTD-2561F5.1	chr14	lincRNA		--
ENSG00000197993.7	1.67	0.49	0.0	0.0	KEL	chr7	protein_coding	Kell blood group, metallo-endopeptidase
ENSG00000102858.12	7.23	6.83	3.76	3.69	MGRN1	chr16	protein_coding	mahogunin ring finger 1, E3 ubiquitin protein ligase
ENSG00000229358.3	0.0	0.53	0.0	0.0	DPY19L1P1	chr7	unprocessed_pseudogene	DPY19L1 pseudogene 1
ENSG00000231412.2	0.0	0.0	0.0	13.29	CTC-490G23.2	chr19	lincRNA		--
ENSG00000141756.18	45.92	49.06	33.7	18.03	FKBP10	chr17	protein_coding	FK506 binding protein 10, 65 kDa
ENSG00000109381.19	2.28	2.63	0.0	0.0	ELF2	chr4	protein_coding	E74-like factor 2 (ets domain transcription factor)
ENSG00000225123.2	0.0	7.5	0.0	0.0	RP11-255A11.4	chr9	processed_pseudogene		--
ENSG00000249877.1	0.0	1.01	0.0	0.0	RP11-706F1.2	chr4	lincRNA		--
ENSG00000167261.13	0.58	0.0	0.0	0.0	DPEP2	chr16	protein_coding	dipeptidase 2
ENSG00000162430.16	18.55	15.02	22.52	17.49	SEPN1	chr1	protein_coding	selenoprotein N, 1
ENSG00000127184.10	38.39	31.82	88.78	23.95	COX7C	chr5	protein_coding	cytochrome c oxidase subunit VIIc
ENSG00000130427.2	1.01	1.8	0.0	0.0	EPO	chr7	protein_coding	erythropoietin
ENSG00000118454.12	6.42	7.71	4.0	9.8	ANKRD13C	chr1	protein_coding	ankyrin repeat domain 13C
ENSG00000240236.1	0.59	0.91	0.0	0.0	HNRNPA1P23	chr3	processed_pseudogene	heterogeneous nuclear ribonucleoprotein A1 pseudogene 23
ENSG00000261249.1	0.76	0.0	0.0	0.0	RP11-19D2.2	chr20	lincRNA		--
ENSG00000266885.2	0.37	0.28	0.0	2.2	RP11-744K17.8	chr17	transcribed_processed_pseudogene		--
ENSG00000170412.16	1.32	2.13	2.67	0.0	GPRC5C	chr17	protein_coding	G protein-coupled receptor, class C, group 5, member C
ENSG00000263766.5	0.0	1.38	6.57	0.0	RP11-580I16.2	chr17	antisense		--
ENSG00000227809.1	3.11	2.64	0.0	12.35	RP11-171A24.2	chr9	lincRNA		--
ENSG00000139835.13	5.68	3.35	3.63	3.56	GRTP1	chr13	protein_coding	growth hormone regulated TBC protein 1
ENSG00000181090.17	8.56	9.8	11.68	5.73	EHMT1	chr9	protein_coding	euchromatic histone-lysine N-methyltransferase 1
ENSG00000263483.1	0.0	0.0	0.0	5.92	MTATP6P3	chr17	unprocessed_pseudogene	mitochondrially encoded ATP synthase 6 pseudogene 3
ENSG00000006062.13	0.78	2.04	4.72	1.54	MAP3K14	chr17	protein_coding	mitogen-activated protein kinase kinase kinase 14
ENSG00000106245.9	2.65	8.78	37.6	7.91	BUD31	chr7	protein_coding	BUD31 homolog (S. cerevisiae)
ENSG00000137642.12	1.41	1.78	0.0	2.02	SORL1	chr11	protein_coding	sortilin-related receptor, L(DLR class) A repeats containing
ENSG00000185800.11	5.59	5.99	0.0	1.19	DMWD	chr19	protein_coding	dystrophia myotonica, WD repeat containing
ENSG00000228653.2	0.0	1.13	0.0	0.0	HNRNPCP7	chr7	processed_pseudogene	heterogeneous nuclear ribonucleoprotein C pseudogene 7
ENSG00000121310.16	1.27	3.44	0.0	0.0	ECHDC2	chr1	protein_coding	enoyl CoA hydratase domain containing 2
ENSG00000231015.1	0.0	0.85	0.0	0.0	RP5-860P4.2	chr20	lincRNA		--
ENSG00000112511.17	4.61	5.28	7.0	0.0	PHF1	chr6	protein_coding	PHD finger protein 1
ENSG00000225929.1	0.66	1.01	0.0	0.0	AC000036.4	chr22	antisense		--
ENSG00000168676.10	3.18	1.73	0.0	0.0	KCTD19	chr16	protein_coding	potassium channel tetramerization domain containing 19
ENSG00000256100.1	4.81	4.89	0.0	7.16	AP000721.4	chr11	protein_coding		--
ENSG00000265233.1	0.0	4.05	0.0	0.0	AC144838.2	chr17	processed_pseudogene		--
ENSG00000148180.16	4.05	3.7	2.89	0.71	GSN	chr9	protein_coding	gelsolin
ENSG00000156103.15	1.34	0.89	0.0	2.77	MMP16	chr8	protein_coding	matrix metallopeptidase 16 (membrane-inserted)
ENSG00000068489.12	4.96	3.03	0.0	7.39	PRR11	chr17	protein_coding	proline rich 11
ENSG00000221944.4	7.68	7.16	6.21	12.19	TIGD1	chr2	protein_coding	tigger transposable element derived 1
ENSG00000248643.5	11.58	12.44	15.62	5.11	RBM14-RBM4	chr11	protein_coding	RBM14-RBM4 readthrough
ENSG00000147571.4	0.87	0.22	0.0	0.0	CRH	chr8	protein_coding	corticotropin releasing hormone
ENSG00000237864.1	1.92	0.0	0.0	0.0	LINC00322	chr21	lincRNA	long intergenic non-protein coding RNA 322
ENSG00000255511.1	0.78	0.4	0.0	0.0	RP11-1081L13.3	chr11	processed_pseudogene		--
ENSG00000167232.13	1.39	0.29	1.41	1.38	ZNF91	chr19	protein_coding	zinc finger protein 91
ENSG00000156504.16	5.49	10.09	14.81	4.54	FAM122B	chrX	protein_coding	family with sequence similarity 122B
ENSG00000122692.8	2.74	2.26	4.58	2.25	SMU1	chr9	protein_coding	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
ENSG00000228274.3	0.0	0.25	0.0	0.0	RP3-508I15.9	chr22	antisense		--
ENSG00000100292.16	7.74	5.07	0.0	0.0	HMOX1	chr22	protein_coding	heme oxygenase 1
ENSG00000134531.9	0.61	0.46	3.69	1.21	EMP1	chr12	protein_coding	epithelial membrane protein 1
ENSG00000102977.13	8.78	6.62	0.0	0.0	ACD	chr16	protein_coding	adrenocortical dysplasia homolog (mouse)
ENSG00000147649.9	15.88	14.83	11.88	11.66	MTDH	chr8	protein_coding	metadherin
ENSG00000238137.2	0.0	0.64	0.0	0.0	ARPC3P2	chr1	processed_pseudogene	actin related protein 2/3 complex, subunit 3 pseudogene 2
ENSG00000089094.16	7.63	5.06	15.63	23.01	KDM2B	chr12	protein_coding	lysine (K)-specific demethylase 2B
ENSG00000138686.9	1.93	2.62	1.95	0.96	BBS7	chr4	protein_coding	Bardet-Biedl syndrome 7
ENSG00000063515.2	0.0	0.33	0.0	0.0	GSC2	chr22	protein_coding	goosecoid homeobox 2
ENSG00000137814.9	2.8	2.29	9.43	1.85	HAUS2	chr15	protein_coding	HAUS augmin-like complex, subunit 2
ENSG00000123146.19	5.79	7.27	16.4	6.9	ADGRE5	chr19	protein_coding	adhesion G protein-coupled receptor E5
ENSG00000010017.12	7.55	9.77	15.72	9.0	RANBP9	chr6	protein_coding	RAN binding protein 9
ENSG00000250959.2	4.57	2.66	0.0	0.0	GLUD1P3	chr10	transcribed_unprocessed_pseudogene	glutamate dehydrogenase 1 pseudogene 3
ENSG00000243696.4	0.71	1.03	0.0	1.42	RP5-966M1.6	chr3	protein_coding		--
ENSG00000275675.1	10.92	0.0	0.0	0.0	RP11-1021O19.2	chr10	unprocessed_pseudogene		--
ENSG00000129925.10	10.74	13.15	13.26	15.17	TMEM8A	chr16	protein_coding	transmembrane protein 8A
ENSG00000121289.17	2.17	2.44	1.88	0.92	CEP89	chr19	protein_coding	centrosomal protein 89kDa
ENSG00000101298.13	1.33	2.02	0.0	0.0	SNPH	chr20	protein_coding	syntaphilin
ENSG00000188313.12	1.2	1.07	7.3	10.75	PLSCR1	chr3	protein_coding	phospholipid scramblase 1
ENSG00000185974.6	0.0	0.16	0.0	0.0	GRK1	chr13	protein_coding	G protein-coupled receptor kinase 1
ENSG00000200620.1	0.0	2.46	0.0	0.0	SNORA7	chrX	snoRNA		--
ENSG00000279073.3	1.76	6.7	0.0	10.46	RP11-229P13.27	chr9	protein_coding		--
ENSG00000134198.9	1.25	0.43	0.0	0.0	TSPAN2	chr1	protein_coding	tetraspanin 2
ENSG00000176076.7	0.0	0.7	0.0	0.0	KCNE5	chrX	protein_coding	potassium channel, voltage gated subfamily E regulatory beta subunit 5
ENSG00000243766.7	0.97	0.42	3.37	5.79	HOTTIP	chr7	antisense	HOXA distal transcript antisense RNA
ENSG00000068078.17	22.21	14.92	7.34	13.5	FGFR3	chr4	protein_coding	fibroblast growth factor receptor 3
ENSG00000078618.19	7.07	9.12	15.97	8.81	NRD1	chr1	protein_coding	nardilysin (N-arginine dibasic convertase)
ENSG00000117625.13	3.6	3.13	0.0	3.18	RCOR3	chr1	protein_coding	REST corepressor 3
ENSG00000102349.14	0.93	0.34	1.61	0.79	KLF8	chrX	protein_coding	Kruppel-like factor 8
ENSG00000165025.14	1.82	1.72	0.0	0.77	SYK	chr9	protein_coding	spleen tyrosine kinase
ENSG00000132463.13	4.25	4.78	7.2	4.71	GRSF1	chr4	protein_coding	G-rich RNA sequence binding factor 1
ENSG00000236502.1	1.17	0.0	0.0	0.0	SIX3-AS1	chr2	lincRNA	SIX3 antisense RNA 1
ENSG00000115042.9	1.51	2.31	3.34	0.0	FAHD2A	chr2	protein_coding	fumarylacetoacetate hydrolase domain containing 2A
ENSG00000079931.14	3.09	3.21	0.0	1.53	MOXD1	chr6	protein_coding	monooxygenase, DBH-like 1
ENSG00000146904.8	0.0	0.51	0.0	2.38	EPHA1	chr7	protein_coding	EPH receptor A1
ENSG00000178761.14	3.74	3.9	4.32	0.0	FAM219B	chr15	protein_coding	family with sequence similarity 219, member B
ENSG00000124155.16	5.71	17.74	3.65	7.16	PIGT	chr20	protein_coding	phosphatidylinositol glycan anchor biosynthesis, class T
ENSG00000124299.13	7.03	7.88	4.27	8.38	PEPD	chr19	protein_coding	peptidase D
ENSG00000241397.1	0.0	1.53	0.0	0.0	LINC00903	chr3	antisense	long intergenic non-protein coding RNA 903
ENSG00000107951.12	3.0	2.75	1.46	0.71	MTPAP	chr10	protein_coding	mitochondrial poly(A) polymerase
ENSG00000170909.13	0.64	1.48	0.0	0.0	OSCAR	chr19	protein_coding	osteoclast associated, immunoglobulin-like receptor
ENSG00000115970.18	2.26	2.63	2.16	3.53	THADA	chr2	protein_coding	thyroid adenoma associated
ENSG00000131652.13	9.46	6.26	11.48	8.45	THOC6	chr16	protein_coding	THO complex 6
ENSG00000168491.9	0.45	0.23	0.0	0.0	CCDC110	chr4	protein_coding	coiled-coil domain containing 110
ENSG00000260698.1	0.45	0.81	2.75	0.0	RP11-439E19.9	chr1	lincRNA		--
ENSG00000204334.7	0.0	1.71	0.0	0.0	ERICH2	chr2	protein_coding	glutamate-rich 2
ENSG00000276631.1	0.0	0.0	0.0	6.71	CTB-32O4.4	chr19	lincRNA		--
ENSG00000249050.1	2.64	1.01	0.0	0.0	RP11-375N15.1	chr8	processed_pseudogene		--
ENSG00000201368.2	0.0	3.2	0.0	0.0	U3	chr5	snoRNA		--
ENSG00000229395.1	2.38	0.0	0.0	0.0	AC013401.1	chr2	lincRNA		--
ENSG00000279317.1	0.0	2.13	0.0	0.0	AC006994.3	chr2	protein_coding		--
ENSG00000129514.5	4.69	1.31	0.0	2.8	FOXA1	chr14	protein_coding	forkhead box A1
ENSG00000011405.13	3.27	3.16	3.96	2.43	PIK3C2A	chr11	protein_coding	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha
ENSG00000162620.15	0.7	0.98	0.0	0.0	LRRIQ3	chr1	protein_coding	leucine-rich repeats and IQ motif containing 3
ENSG00000172482.4	0.72	0.18	0.0	0.0	AGXT	chr2	protein_coding	alanine-glyoxylate aminotransferase
ENSG00000185024.15	2.97	3.16	2.77	3.69	BRF1	chr14	protein_coding	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit
ENSG00000151117.8	0.93	1.9	0.0	0.0	TMEM86A	chr11	protein_coding	transmembrane protein 86A
ENSG00000011198.7	0.79	1.21	9.65	4.73	ABHD5	chr3	protein_coding	abhydrolase domain containing 5
ENSG00000128536.15	0.0	1.08	4.28	0.0	CDHR3	chr7	protein_coding	cadherin-related family member 3
ENSG00000187109.13	3.21	3.34	33.19	10.67	NAP1L1	chr12	protein_coding	nucleosome assembly protein 1-like 1
ENSG00000253314.5	0.0	0.46	10.89	0.0	LINC00293	chr8	lincRNA	long intergenic non-protein coding RNA 293
ENSG00000236756.4	0.7	1.07	0.0	0.0	DNAJC9-AS1	chr10	antisense	DNAJC9 antisense RNA 1
ENSG00000004534.14	15.98	10.57	4.0	10.8	RBM6	chr3	protein_coding	RNA binding motif protein 6
ENSG00000211784.2	0.0	0.9	0.0	0.0	TRAV10	chr14	TR_V_gene	T cell receptor alpha variable 10
ENSG00000232199.1	0.0	0.0	6.85	0.0	RPL3P8	chr7	processed_pseudogene	ribosomal protein L3 pseudogene 8
ENSG00000169045.17	29.04	28.73	50.36	33.3	HNRNPH1	chr5	protein_coding	heterogeneous nuclear ribonucleoprotein H1 (H)
ENSG00000257750.1	2.93	0.0	0.0	17.43	RP11-295G12.1	chr12	lincRNA		--
ENSG00000255121.2	6.92	5.03	0.0	17.66	RP11-110I1.12	chr11	lincRNA		--
ENSG00000277556.1	0.0	0.0	17.04	4.18	OR13C5	chr9	protein_coding	olfactory receptor, family 13, subfamily C, member 5
ENSG00000188171.14	0.53	0.45	0.0	0.53	ZNF626	chr19	protein_coding	zinc finger protein 626
ENSG00000228317.1	2.13	1.08	0.0	0.0	RP11-235C23.5	chr9	antisense		--
ENSG00000152904.11	6.27	4.18	0.0	3.87	GGPS1	chr1	protein_coding	geranylgeranyl diphosphate synthase 1
ENSG00000225463.1	0.0	0.55	0.0	0.0	ZNF70P1	chr6	processed_pseudogene	zinc finger protein 70 pseudogene 1
ENSG00000125522.3	0.0	0.76	0.0	0.0	NPBWR2	chr20	protein_coding	neuropeptides B/W receptor 2
ENSG00000198331.10	0.45	2.05	0.0	0.0	HYLS1	chr11	protein_coding	hydrolethalus syndrome 1
ENSG00000132692.18	5.15	5.58	2.02	13.84	BCAN	chr1	protein_coding	brevican
ENSG00000184068.2	5.84	5.15	0.0	4.02	RP5-821D11.7	chr22	antisense		--
ENSG00000110318.13	1.24	1.46	0.0	4.55	CEP126	chr11	protein_coding	centrosomal protein 126kDa
ENSG00000242807.1	0.0	1.58	0.0	0.0	RPL26P31	chr11	processed_pseudogene	ribosomal protein L26 pseudogene 31
ENSG00000163239.12	0.0	0.14	0.0	0.0	TDRD10	chr1	protein_coding	tudor domain containing 10
ENSG00000125814.17	2.59	2.64	4.2	2.06	NAPB	chr20	protein_coding	N-ethylmaleimide-sensitive factor attachment protein, beta
ENSG00000156298.12	2.06	2.97	0.0	4.08	TSPAN7	chrX	protein_coding	tetraspanin 7
ENSG00000108684.14	0.28	0.07	1.71	1.68	ASIC2	chr17	protein_coding	acid sensing (proton gated) ion channel 2
ENSG00000240626.3	5.13	2.61	0.0	0.0	RN7SL150P	chr19	misc_RNA	RNA, 7SL, cytoplasmic 150, pseudogene
ENSG00000101452.14	3.8	2.54	0.0	2.38	DHX35	chr20	protein_coding	DEAH (Asp-Glu-Ala-His) box polypeptide 35
ENSG00000110721.11	4.12	4.2	8.83	5.78	CHKA	chr11	protein_coding	choline kinase alpha
ENSG00000253161.5	2.65	1.57	0.0	5.26	LINC01605	chr8	lincRNA	long intergenic non-protein coding RNA 1605
ENSG00000153246.11	1.27	1.65	0.0	1.68	PLA2R1	chr2	protein_coding	phospholipase A2 receptor 1, 180kDa
ENSG00000165716.9	21.61	22.51	6.03	25.15	FAM69B	chr9	protein_coding	family with sequence similarity 69, member B
ENSG00000121207.11	0.94	0.21	0.0	0.0	LRAT	chr4	protein_coding	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)
ENSG00000169126.15	0.56	0.96	0.0	0.0	ARMC4	chr10	protein_coding	armadillo repeat containing 4
ENSG00000158457.5	4.69	5.32	0.0	4.29	TSPAN33	chr7	protein_coding	tetraspanin 33
ENSG00000105750.14	0.0	0.58	0.0	0.0	ZNF85	chr19	protein_coding	zinc finger protein 85
ENSG00000229525.1	0.0	0.21	0.0	0.0	AC053503.4	chr2	antisense		--
ENSG00000163631.16	0.59	1.36	0.0	1.76	ALB	chr4	protein_coding	albumin
ENSG00000101474.11	14.1	13.22	13.42	23.05	APMAP	chr20	protein_coding	adipocyte plasma membrane associated protein
ENSG00000158158.11	8.54	7.69	6.8	9.17	CNNM4	chr2	protein_coding	cyclin and CBS domain divalent metal cation transport mediator 4
ENSG00000280223.1	0.8	0.61	0.0	2.39	RP1-138O17.1	chrX	TEC		--
ENSG00000236653.1	0.0	0.0	0.0	1.58	AC005235.1	chr2	lincRNA		--
ENSG00000152954.11	0.0	0.11	0.0	0.0	NRSN1	chr6	protein_coding	neurensin 1
ENSG00000263326.1	0.0	1.01	0.0	0.0	RP11-266L9.6	chr16	unprocessed_pseudogene		--
ENSG00000117507.5	2.49	2.74	0.0	0.0	FMO6P	chr1	unitary_pseudogene	flavin containing monooxygenase 6 pseudogene
ENSG00000136021.17	2.56	1.24	5.64	3.46	SCYL2	chr12	protein_coding	SCY1-like 2 (S. cerevisiae)
ENSG00000241456.1	2.38	0.0	0.0	0.0	RP4-555L14.4	chr7	antisense		--
ENSG00000187239.16	3.2	3.39	2.99	6.61	FNBP1	chr9	protein_coding	formin binding protein 1
ENSG00000254427.1	0.0	0.5	0.0	0.0	RP11-430H10.1	chr11	lincRNA		--
ENSG00000227527.2	2.03	1.03	0.0	12.1	RP11-223A3.1	chr1	sense_overlapping		--
ENSG00000109158.10	0.45	0.46	0.0	0.0	GABRA4	chr4	protein_coding	gamma-aminobutyric acid (GABA) A receptor, alpha 4
ENSG00000092758.15	2.16	1.51	0.0	4.83	COL9A3	chr20	protein_coding	collagen, type IX, alpha 3
ENSG00000125257.13	5.68	3.55	2.6	4.47	ABCC4	chr13	protein_coding	ATP-binding cassette, sub-family C (CFTR/MRP), member 4
ENSG00000204392.10	3.07	7.81	0.0	9.13	LSM2	chr6	protein_coding	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)
ENSG00000175766.11	1.28	0.33	0.0	0.0	EIF4E1B	chr5	protein_coding	eukaryotic translation initiation factor 4E family member 1B
ENSG00000120162.9	1.04	1.11	0.0	1.24	MOB3B	chr9	protein_coding	MOB kinase activator 3B
