#Chr	Start	End	PeakID	Tags	Strand	Length	maxHeight	Summit	regionInfo	GeneID	Symbol	Chr	GeneType	Description
chr1	117075188	117075231	chr1_691758	5	+	44	5	117075192	CDS:1.0;	ENSG00000116830.11	TTF2	chr1	protein_coding	transcription termination factor, RNA polymerase II
chr1	228098933	228098980	chr1_706113	9	+	48	8	228098949	three_prime_UTR:1.0;	ENSG00000143761.13	ARF1	chr1	protein_coding	ADP-ribosylation factor 1
chr1	36149332	36149380	chr1_719921	4	-	49	4	36149355	five_prime_UTR:0.04;CDS:0.88;intron:0.08;	ENSG00000054116.11	TRAPPC3	chr1	protein_coding	trafficking protein particle complex 3
chr1	149851065	149851101	chr1_692803	6	+	37	6	149851072	five_prime_UTR:1.0;	ENSG00000272196.2	HIST2H2AA4	chr1	protein_coding	histone cluster 2, H2aa4
chr1	19138096	19138148	chr1_714291	6	-	53	6	19138126	CDS:1.0;	ENSG00000127481.14	UBR4	chr1	protein_coding	ubiquitin protein ligase E3 component n-recognin 4
chr1	1327463	1327523	chr1_668655	5	+	61	4	1327493	CDS:1.0;	ENSG00000224051.6	CPTP	chr1	protein_coding	ceramide-1-phosphate transfer protein
chr1	156249959	156250001	chr1_735531	7	-	43	6	156249969	three_prime_UTR:1.0;	ENSG00000198952.8	SMG5	chr1	protein_coding	SMG5 nonsense mediated mRNA decay factor
chr1	155247546	155247613	chr1_734910	8	-	68	6	155247560	three_prime_UTR:1.0;	ENSG00000160767.20	FAM189B	chr1	protein_coding	family with sequence similarity 189, member B
chr1	226380058	226380127	chr1_744096	8	-	70	6	226380073	CDS:1.0;	ENSG00000143799.12	PARP1	chr1	protein_coding	poly (ADP-ribose) polymerase 1
chr1	226365002	226365098	chr1_744053	17	-	97	14	226365069	CDS:1.0;	ENSG00000143799.12	PARP1	chr1	protein_coding	poly (ADP-ribose) polymerase 1
chr1	116401129	116401219	chr1_691608	24	+	91	12	116401148	CDS:1.0;	ENSG00000163399.15	ATP1A1	chr1	protein_coding	ATPase, Na+/K+ transporting, alpha 1 polypeptide
chr1	206685352	206685397	chr1_702713	5	+	46	5	206685369	CDS:1.0;	ENSG00000162889.10	MAPKAPK2	chr1	protein_coding	mitogen-activated protein kinase-activated protein kinase 2
chr1	156733006	156733047	chr1_694829	5	+	42	5	156733029	CDS:1.0;	ENSG00000143303.11	RRNAD1	chr1	protein_coding	ribosomal RNA adenine dimethylase domain containing 1
chr1	11023837	11023899	chr1_671330	7	+	63	5	11023873	three_prime_UTR:1.0;	ENSG00000120948.15	TARDBP	chr1	protein_coding	TAR DNA binding protein
chr1	54053344	54053408	chr1_724391	6	-	65	4	54053384	five_prime_UTR:1.0;	ENSG00000116209.11	TMEM59	chr1	protein_coding	transmembrane protein 59
chr1	23559428	23559489	chr1_716351	8	-	62	6	23559450	five_prime_UTR:1.0;	ENSG00000117318.8	ID3	chr1	protein_coding	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein
chr1	25815890	25815989	chr1_674915	12	+	100	6	25815927	three_prime_UTR:1.0;	ENSG00000162430.16	SEPN1	chr1	protein_coding	selenoprotein N, 1
chr1	171512031	171512084	chr1_697525	9	+	54	6	171512031	five_prime_UTR:1.0;	ENSG00000117523.15	PRRC2C	chr1	protein_coding	proline-rich coiled-coil 2C
chr1	153977455	153977490	chr1_734418	5	-	36	5	153977467	five_prime_UTR:1.0;	ENSG00000143543.14	JTB	chr1	protein_coding	jumping translocation breakpoint
chr1	226986652	226986715	chr1_705688	6	+	64	5	226986690	CDS:1.0;	ENSG00000163050.16	ADCK3	chr1	protein_coding	aarF domain containing kinase 3
chr1	224433904	224434031	chr1_743245	20	-	128	10	224434005	CDS:1.0;	ENSG00000162923.14	WDR26	chr1	protein_coding	WD repeat domain 26
chr1	21782881	21782935	chr1_715763	5	-	55	5	21782911	CDS:1.0;	ENSG00000090686.15	USP48	chr1	protein_coding	ubiquitin specific peptidase 48
chr1	16678307	16678347	chr1_713844	10	-	41	10	16678327	intergenic;	--
chr1	154271360	154271387	chr1_734507	5	-	28	5	154271365	antisense;	ENSG00000143569.18	UBAP2L	chr1	protein_coding	ubiquitin associated protein 2-like
chr1	23743525	23743573	chr1_674344	4	+	49	4	23743551	CDS:1.0;	ENSG00000011007.12	TCEB3	chr1	protein_coding	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)
chr1	145856897	145856948	chr1_732711	5	-	52	5	145856918	CDS:1.0;	ENSG00000131788.15	PIAS3	chr1	protein_coding	protein inhibitor of activated STAT, 3
chr1	228458111	228458193	chr1_706472	13	+	83	6	228458127	five_prime_UTR:0.22;CDS:0.78;	ENSG00000196890.4	HIST3H2BB	chr1	protein_coding	histone cluster 3, H2bb
chr1	179923618	179923643	chr1_699028	6	+	26	6	179923621	three_prime_UTR:1.0;	ENSG00000143337.18	TOR1AIP1	chr1	protein_coding	torsin A interacting protein 1
chr1	1228859	1228946	chr1_709881	9	-	88	6	1228882	five_prime_UTR:1.0;	ENSG00000078808.16	SDF4	chr1	protein_coding	stromal cell derived factor 4
chr1	119740418	119740518	chr1_692398	17	+	101	8	119740452	CDS:1.0;	ENSG00000092621.11	PHGDH	chr1	protein_coding	phosphoglycerate dehydrogenase
chr1	65730237	65730264	chr1_685294	8	+	28	8	65730240	intergenic;	--
chr1	1218556	1218600	chr1_709859	5	-	45	5	1218569	CDS:1.0;	ENSG00000078808.16	SDF4	chr1	protein_coding	stromal cell derived factor 4
chr1	230280131	230280185	chr1_707051	5	+	55	5	230280152	three_prime_UTR:1.0;	ENSG00000143641.9	GALNT2	chr1	protein_coding	polypeptide N-acetylgalactosaminyltransferase 2
chr1	204546848	204546877	chr1_702184	7	+	30	7	204546871	CDS:1.0;	ENSG00000198625.12	MDM4	chr1	protein_coding	MDM4, p53 regulator
chr1	160352141	160352183	chr1_695192	4	+	43	4	160352146	CDS:1.0;	ENSG00000162736.15	NCSTN	chr1	protein_coding	nicastrin
chr1	228097590	228097674	chr1_706098	16	+	85	14	228097638	CDS:1.0;	ENSG00000143761.13	ARF1	chr1	protein_coding	ADP-ribosylation factor 1
chr1	212858943	212859007	chr1_703476	5	+	65	4	212858978	CDS:1.0;	ENSG00000162769.12	FLVCR1	chr1	protein_coding	feline leukemia virus subgroup C cellular receptor 1
chr1	3786922	3786964	chr1_711222	5	-	43	5	3786935	CDS:1.0;	ENSG00000130764.9	LRRC47	chr1	protein_coding	leucine rich repeat containing 47
chr1	40979728	40979829	chr1_679859	13	+	102	6	40979813	five_prime_UTR:1.0;	ENSG00000171793.13	CTPS1	chr1	protein_coding	CTP synthase 1
chr1	114510645	114510698	chr1_731783	7	-	54	7	114510667	CDS:1.0;	ENSG00000197323.10	TRIM33	chr1	protein_coding	tripartite motif containing 33
chr1	29255274	29255331	chr1_676507	10	+	58	6	29255274	CDS:1.0;	ENSG00000060656.19	PTPRU	chr1	protein_coding	protein tyrosine phosphatase, receptor type, U
chr1	68150246	68150307	chr1_726750	6	-	62	6	68150272	CDS:1.0;	ENSG00000116729.13	WLS	chr1	protein_coding	wntless Wnt ligand secretion mediator
chr1	43605189	43605257	chr1_680691	7	+	69	6	43605227	CDS:1.0;	ENSG00000142949.16	PTPRF	chr1	protein_coding	protein tyrosine phosphatase, receptor type, F
chr1	181089210	181089282	chr1_699451	8	+	73	5	181089228	CDS:1.0;	ENSG00000162783.10	IER5	chr1	protein_coding	immediate early response 5
chr1	228630387	228630427	chr1_744891	2	-	41	2	228630387	noncoding_exon:0.95;intron:0.05;	ENSG00000199910.1	RNA5S10	chr1	rRNA	RNA, 5S ribosomal 10
chr1	235985451	235985505	chr1_746943	11	-	55	7	235985473	CDS:1.0;	ENSG00000116962.14	NID1	chr1	protein_coding	nidogen 1
chr1	178094124	178094163	chr1_698510	2	+	40	2	178094141	five_prime_UTR:0.59;intron:0.41;	ENSG00000075391.16	RASAL2	chr1	protein_coding	RAS protein activator like 2
chr1	6234920	6234970	chr1_711570	6	-	51	5	6234934	CDS:1.0;	ENSG00000116237.15	ICMT	chr1	protein_coding	isoprenylcysteine carboxyl methyltransferase
chr1	248873892	248873963	chr1_709562	11	+	72	10	248873926	intergenic;	--
chr1	204549112	204549127	chr1_702185	7	+	16	7	204549112	CDS:1.0;	ENSG00000198625.12	MDM4	chr1	protein_coding	MDM4, p53 regulator
chr1	228487579	228487684	chr1_706486	10	+	106	6	228487651	CDS:1.0;	ENSG00000168159.10	RNF187	chr1	protein_coding	ring finger protein 187
chr1	161540272	161540324	chr1_695525	4	+	53	4	161540304	intron:1.0;	ENSG00000273112.1	RP11-25K21.6	chr1	processed_transcript		--
chr1	75789485	75789547	chr1_685964	19	+	63	13	75789521	intron:1.0;	ENSG00000137955.15	RABGGTB	chr1	protein_coding	Rab geranylgeranyltransferase, beta subunit
chr1	233346483	233346531	chr1_707744	5	+	49	5	233346500	CDS:1.0;	ENSG00000143674.10	MLK4	chr1	protein_coding		--
chr1	173865334	173865449	chr1_737832	112	-	116	76	173865395	intron:1.0;	ENSG00000234741.7	GAS5	chr1	processed_transcript	growth arrest-specific 5 (non-protein coding)
chr1	112913877	112914165	chr1_731522	28	-	289	6	112914109	three_prime_UTR:0.05;CDS:0.95;	ENSG00000155380.11	SLC16A1	chr1	protein_coding	solute carrier family 16 (monocarboxylate transporter), member 1
chr1	19118917	19118954	chr1_714256	5	-	38	5	19118929	CDS:1.0;	ENSG00000127481.14	UBR4	chr1	protein_coding	ubiquitin protein ligase E3 component n-recognin 4
chr1	235981739	235981782	chr1_746939	10	-	44	8	235981759	CDS:1.0;	ENSG00000116962.14	NID1	chr1	protein_coding	nidogen 1
chr1	226361097	226361160	chr1_744032	8	-	64	7	226361132	three_prime_UTR:1.0;	ENSG00000143799.12	PARP1	chr1	protein_coding	poly (ADP-ribose) polymerase 1
chr1	43977049	43977124	chr1_681092	8	+	76	5	43977064	CDS:1.0;	ENSG00000117410.13	ATP6V0B	chr1	protein_coding	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b
chr1	224398888	224398921	chr1_743178	6	-	34	6	224398903	CDS:1.0;	ENSG00000162923.14	WDR26	chr1	protein_coding	WD repeat domain 26
chr1	36086824	36086842	chr1_719893	4	-	19	4	36086825	antisense;	ENSG00000092850.11	TEKT2	chr1	protein_coding	tektin 2 (testicular)
chr1	161612711	161612783	chr1_695529	6	+	73	5	161612761	intron:1.0;	ENSG00000072694.18	FCGR2B	chr1	protein_coding	Fc fragment of IgG, low affinity IIb, receptor (CD32)
chr1	30953928	30953981	chr1_717969	10	-	54	7	30953935	CDS:1.0;	ENSG00000134644.15	PUM1	chr1	protein_coding	pumilio RNA-binding family member 1
chr1	17408512	17408561	chr1_714020	8	-	50	7	17408531	three_prime_UTR:1.0;	ENSG00000179051.13	RCC2	chr1	protein_coding	regulator of chromosome condensation 2
chr1	35641422	35641504	chr1_719791	8	-	83	6	35641469	five_prime_UTR:0.88;CDS:0.12;	ENSG00000126067.11	PSMB2	chr1	protein_coding	proteasome (prosome, macropain) subunit, beta type, 2
chr1	153960269	153960374	chr1_734382	11	-	106	7	153960302	CDS:1.0;	ENSG00000143570.17	SLC39A1	chr1	protein_coding	solute carrier family 39 (zinc transporter), member 1
chr1	92388893	92388939	chr1_729486	6	-	47	6	92388905	antisense;	ENSG00000122484.8	RPAP2	chr1	protein_coding	RNA polymerase II associated protein 2
chr1	165743194	165743230	chr1_737083	4	-	37	4	165743210	CDS:1.0;	ENSG00000143183.16	TMCO1	chr1	protein_coding	transmembrane and coiled-coil domains 1
chr1	155254882	155254999	chr1_734940	18	-	118	7	155254975	five_prime_UTR:0.67;intron:0.33;	ENSG00000160767.20	FAM189B	chr1	protein_coding	family with sequence similarity 189, member B
chr1	11023376	11023442	chr1_671320	9	+	67	5	11023386	three_prime_UTR:1.0;	ENSG00000120948.15	TARDBP	chr1	protein_coding	TAR DNA binding protein
chr1	77219357	77219418	chr1_727604	6	-	62	5	77219374	five_prime_UTR:0.26;CDS:0.74;	ENSG00000142892.14	PIGK	chr1	protein_coding	phosphatidylinositol glycan anchor biosynthesis, class K
chr1	205718258	205718332	chr1_741159	10	-	75	6	205718312	three_prime_UTR:0.28;CDS:0.72;	ENSG00000069275.12	NUCKS1	chr1	protein_coding	nuclear casein kinase and cyclin-dependent kinase substrate 1
chr1	225401699	225401741	chr1_743271	7	-	43	7	225401708	three_prime_UTR:1.0;	ENSG00000143815.14	LBR	chr1	protein_coding	lamin B receptor
chr1	114720600	114720669	chr1_731885	14	-	70	9	114720646	CDS:1.0;	ENSG00000009307.15	CSDE1	chr1	protein_coding	cold shock domain containing E1, RNA-binding
chr1	225842365	225842403	chr1_705347	5	+	39	4	225842365	CDS:1.0;	ENSG00000143819.12	EPHX1	chr1	protein_coding	epoxide hydrolase 1, microsomal (xenobiotic)
chr1	116398620	116398710	chr1_691598	20	+	91	8	116398632	CDS:1.0;	ENSG00000163399.15	ATP1A1	chr1	protein_coding	ATPase, Na+/K+ transporting, alpha 1 polypeptide
chr1	70221773	70221892	chr1_685551	13	+	120	5	70221787	CDS:0.55;intron:0.45;	ENSG00000116754.13	SRSF11	chr1	protein_coding	serine/arginine-rich splicing factor 11
chr1	58782339	58782463	chr1_725593	17	-	125	10	58782403	CDS:1.0;	ENSG00000177606.6	JUN	chr1	protein_coding	jun proto-oncogene
chr1	58783249	58783494	chr1_725600	55	-	246	23	58783372	five_prime_UTR:1.0;	ENSG00000177606.6	JUN	chr1	protein_coding	jun proto-oncogene
chr1	228406216	228406279	chr1_744856	6	-	64	5	228406260	CDS:1.0;	ENSG00000154370.13	TRIM11	chr1	protein_coding	tripartite motif containing 11
chr1	1114483	1114539	chr1_709836	6	-	57	5	1114514	intron:1.0;	ENSG00000131591.17	C1orf159	chr1	protein_coding	chromosome 1 open reading frame 159
chr1	155195235	155195260	chr1_694345	6	+	26	6	155195236	noncoding_exon:1.0;	ENSG00000231064.5	RP11-263K19.4	chr1	antisense		--
chr1	64470590	64470636	chr1_684748	5	+	47	5	64470603	intergenic;	--
chr1	116403883	116403975	chr1_691616	20	+	93	10	116403967	CDS:1.0;	ENSG00000163399.15	ATP1A1	chr1	protein_coding	ATPase, Na+/K+ transporting, alpha 1 polypeptide
chr1	30908745	30908779	chr1_717883	4	-	35	4	30908752	five_prime_UTR:0.47;intron:0.53;	ENSG00000162512.15	SDC3	chr1	protein_coding	syndecan 3
chr1	77978994	77979059	chr1_727994	7	-	66	5	77979018	five_prime_UTR:0.85;CDS:0.15;	ENSG00000162613.16	FUBP1	chr1	protein_coding	far upstream element (FUSE) binding protein 1
chr1	228457600	228457701	chr1_744873	13	-	102	6	228457680	CDS:1.0;	ENSG00000181218.5	HIST3H2A	chr1	protein_coding	histone cluster 3, H2a
chr1	156266540	156266621	chr1_735594	10	-	82	7	156266579	CDS:1.0;	ENSG00000198952.8	SMG5	chr1	protein_coding	SMG5 nonsense mediated mRNA decay factor
chr1	64470346	64470419	chr1_684745	6	+	74	5	64470371	intergenic;	--
chr1	180013992	180014070	chr1_699075	5	+	79	5	180014027	CDS:1.0;	ENSG00000135837.15	CEP350	chr1	protein_coding	centrosomal protein 350kDa
chr1	228619229	228619269	chr1_744886	2	-	41	2	228619229	noncoding_exon:0.95;intron:0.05;	ENSG00000199396.1	RNA5S5	chr1	rRNA	RNA, 5S ribosomal 5
chr1	173477381	173477431	chr1_697914	7	+	51	6	173477408	five_prime_UTR:0.32;CDS:0.68;	ENSG00000117592.8	PRDX6	chr1	protein_coding	peroxiredoxin 6
chr1	244970753	244970776	chr1_709320	4	+	24	4	244970755	intron:1.0;	ENSG00000203666.12	EFCAB2	chr1	protein_coding	EF-hand calcium binding domain 2
chr1	202950971	202951009	chr1_740464	5	-	39	5	202950992	CDS:1.0;	ENSG00000159346.12	ADIPOR1	chr1	protein_coding	adiponectin receptor 1
chr1	111756010	111756069	chr1_690759	6	+	60	5	111756024	CDS:1.0;	ENSG00000064703.11	DDX20	chr1	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20
chr1	230274444	230274564	chr1_707036	12	+	121	7	230274504	CDS:1.0;	ENSG00000143641.9	GALNT2	chr1	protein_coding	polypeptide N-acetylgalactosaminyltransferase 2
chr1	228494056	228494133	chr1_706505	11	+	78	10	228494094	three_prime_UTR:1.0;	ENSG00000168159.10	RNF187	chr1	protein_coding	ring finger protein 187
chr1	32806519	32806592	chr1_718960	7	-	74	5	32806571	CDS:1.0;	ENSG00000134684.10	YARS	chr1	protein_coding	tyrosyl-tRNA synthetase
chr1	15928416	15928485	chr1_672938	10	+	70	8	15928447	CDS:1.0;	ENSG00000065526.10	SPEN	chr1	protein_coding	spen family transcriptional repressor
chr1	11023590	11023632	chr1_671324	6	+	43	5	11023593	three_prime_UTR:1.0;	ENSG00000120948.15	TARDBP	chr1	protein_coding	TAR DNA binding protein
chr1	91387229	91387334	chr1_729302	38	-	106	26	91387258	intron:1.0;	ENSG00000162669.15	HFM1	chr1	protein_coding	HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)
chr1	236042110	236042232	chr1_747008	20	-	123	11	236042133	CDS:1.0;	ENSG00000116962.14	NID1	chr1	protein_coding	nidogen 1
chr1	226374329	226374354	chr1_744083	7	-	26	6	226374352	CDS:1.0;	ENSG00000143799.12	PARP1	chr1	protein_coding	poly (ADP-ribose) polymerase 1
chr1	119741825	119741890	chr1_692404	8	+	66	6	119741862	CDS:1.0;	ENSG00000092621.11	PHGDH	chr1	protein_coding	phosphoglycerate dehydrogenase
chr1	155235782	155235823	chr1_734899	5	-	42	5	155235793	CDS:1.0;	ENSG00000177628.15	GBA	chr1	protein_coding	glucosidase, beta, acid
chr1	44113820	44113828	chr1_721756	5	-	9	5	44113820	antisense;	ENSG00000230615.6	RP5-1198O20.4	chr1	lincRNA		--
chr1	38991338	38991371	chr1_679046	6	+	34	6	38991348	five_prime_UTR:1.0;	ENSG00000174574.15	AKIRIN1	chr1	protein_coding	akirin 1
chr1	244858202	244858267	chr1_747975	11	-	66	8	244858229	CDS:1.0;	ENSG00000153187.16	HNRNPU	chr1	protein_coding	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)
chr1	155925957	155926085	chr1_735330	68	-	129	32	155925977	intron:1.0;	ENSG00000132680.10	KIAA0907	chr1	protein_coding	KIAA0907
chr1	173824865	173824956	chr1_697985	7	+	92	5	173824917	five_prime_UTR:1.0;	ENSG00000117593.9	DARS2	chr1	protein_coding	aspartyl-tRNA synthetase 2, mitochondrial
chr1	148378925	148378945	chr1_732972	6	-	21	6	148378928	noncoding_exon:1.0;	ENSG00000274020.1	LINC01138	chr1	lincRNA	long intergenic non-protein coding RNA 1138
chr1	32786335	32786396	chr1_718921	8	-	62	6	32786361	CDS:0.57;intron:0.43;	ENSG00000134684.10	YARS	chr1	protein_coding	tyrosyl-tRNA synthetase
chr1	225567376	225567414	chr1_743523	5	-	39	5	225567403	CDS:1.0;	ENSG00000154380.16	ENAH	chr1	protein_coding	enabled homolog (Drosophila)
chr1	156294472	156294507	chr1_735649	4	-	36	4	156294485	CDS:1.0;	ENSG00000198715.11	GLMP	chr1	protein_coding	glycosylated lysosomal membrane protein
chr1	1223831	1223873	chr1_709873	7	-	43	5	1223849	CDS:1.0;	ENSG00000078808.16	SDF4	chr1	protein_coding	stromal cell derived factor 4
chr1	2391907	2391956	chr1_669365	7	+	50	7	2391932	five_prime_UTR:1.0;	ENSG00000157916.18	RER1	chr1	protein_coding	retention in endoplasmic reticulum sorting receptor 1
chr1	233379442	233379512	chr1_707829	5	+	71	5	233379459	CDS:1.0;	ENSG00000143674.10	MLK4	chr1	protein_coding		--
chr1	39575859	39575951	chr1_720520	9	-	93	7	39575878	CDS:1.0;	ENSG00000090621.13	PABPC4	chr1	protein_coding	poly(A) binding protein, cytoplasmic 4 (inducible form)
chr1	155139999	155140076	chr1_734847	5	-	78	5	155140036	CDS:1.0;	ENSG00000179085.7	DPM3	chr1	protein_coding	dolichyl-phosphate mannosyltransferase polypeptide 3
chr1	1044411	1044439	chr1_668418	5	+	29	5	1044421	CDS:1.0;	ENSG00000188157.13	AGRN	chr1	protein_coding	agrin
chr1	77558864	77558883	chr1_686356	4	+	20	4	77558865	three_prime_UTR:1.0;	ENSG00000154027.18	AK5	chr1	protein_coding	adenylate kinase 5
chr1	156311082	156311134	chr1_735670	7	-	53	6	156311088	CDS:1.0;	ENSG00000163468.14	CCT3	chr1	protein_coding	chaperonin containing TCP1, subunit 3 (gamma)
chr1	44762589	44762624	chr1_681462	4	+	36	4	44762600	CDS:1.0;	ENSG00000142945.12	KIF2C	chr1	protein_coding	kinesin family member 2C
chr1	116384013	116384068	chr1_691550	11	+	56	7	116384029	CDS:1.0;	ENSG00000163399.15	ATP1A1	chr1	protein_coding	ATPase, Na+/K+ transporting, alpha 1 polypeptide
chr1	54871391	54871613	chr1_724874	27	-	223	8	54871401	CDS:1.0;	ENSG00000116133.11	DHCR24	chr1	protein_coding	24-dehydrocholesterol reductase
chr1	154259976	154260013	chr1_693936	6	+	38	6	154259988	CDS:1.0;	ENSG00000143569.18	UBAP2L	chr1	protein_coding	ubiquitin associated protein 2-like
chr1	634017	634050	chr1_668100	4	+	34	4	634027	noncoding_exon:1.0;	ENSG00000248527.1	MTATP6P1	chr1	unprocessed_pseudogene	mitochondrially encoded ATP synthase 6 pseudogene 1
chr1	155254898	155254921	chr1_694362	6	+	24	6	155254903	antisense;	ENSG00000160767.20	FAM189B	chr1	protein_coding	family with sequence similarity 189, member B
chr1	204507027	204507072	chr1_740738	7	-	46	7	204507036	intergenic;	--
chr1	200739677	200739730	chr1_701076	7	+	54	5	200739686	five_prime_UTR:1.0;	ENSG00000118200.14	CAMSAP2	chr1	protein_coding	calmodulin regulated spectrin-associated protein family, member 2
chr1	778414	778466	chr1_709603	5	-	53	5	778429	noncoding_exon:1.0;	ENSG00000228327.2	RP11-206L10.2	chr1	lincRNA		--
chr1	37708878	37708921	chr1_678875	4	+	44	4	37708890	three_prime_UTR:1.0;	ENSG00000134690.10	CDCA8	chr1	protein_coding	cell division cycle associated 8
chr1	236032434	236032519	chr1_746995	10	-	86	6	236032478	CDS:1.0;	ENSG00000116962.14	NID1	chr1	protein_coding	nidogen 1
chr1	116388901	116389019	chr1_691568	43	+	119	19	116388969	CDS:1.0;	ENSG00000163399.15	ATP1A1	chr1	protein_coding	ATPase, Na+/K+ transporting, alpha 1 polypeptide
chr1	629929	629965	chr1_668095	4	+	37	4	629931	noncoding_exon:1.0;	ENSG00000225630.1	MTND2P28	chr1	unprocessed_pseudogene	MT-ND2 pseudogene 28
chr1	25818001	25818078	chr1_674940	8	+	78	5	25818028	three_prime_UTR:1.0;	ENSG00000162430.16	SEPN1	chr1	protein_coding	selenoprotein N, 1
chr1	32336133	32336230	chr1_718674	21	-	98	13	32336198	five_prime_UTR:1.0;	ENSG00000175130.6	MARCKSL1	chr1	protein_coding	MARCKS-like 1
chr1	23691813	23691829	chr1_674279	6	+	17	6	23691827	five_prime_UTR:0.63;CDS:0.38;	ENSG00000142676.12	RPL11	chr1	protein_coding	ribosomal protein L11
chr1	160262352	160262403	chr1_736567	5	-	52	5	160262386	five_prime_UTR:1.0;	ENSG00000132716.18	DCAF8	chr1	protein_coding	DDB1 and CUL4 associated factor 8
chr1	228646037	228646077	chr1_744898	2	-	41	2	228646037	noncoding_exon:0.95;intron:0.05;	ENSG00000200370.1	RNA5S17	chr1	rRNA	RNA, 5S ribosomal 17
chr1	111441306	111441353	chr1_731327	5	-	48	4	111441321	CDS:1.0;	ENSG00000116455.13	WDR77	chr1	protein_coding	WD repeat domain 77
chr1	35192812	35193003	chr1_719595	40	-	192	15	35192905	CDS:1.0;	ENSG00000116560.10	SFPQ	chr1	protein_coding	splicing factor proline/glutamine-rich
